B型肝炎,['Hepatitis B'],['胃腸肝膽科'],['肝'],"['黃疸', '胃腸不適', '食慾不振', '倦怠', '全身無力', '噁心', '嘔吐', '腹部疼痛', '腹部腫脹', '腹水', '發燒', '紅疹']",https://health.udn.com/disease/sole/255
C型肝炎,['Hepatitis C'],['胃腸肝膽科'],['肝'],"['黃疸', '胃腸不適', '食慾不振', '腹部疼痛', '腹部腫脹', '腹水', '發燒', '紅疹']",https://health.udn.com/disease/sole/256
脂肪肝,['Fatty liver'],['胃腸肝膽科'],['肝'],"['上腹部疼痛或不適', '疲勞', '食欲不振', '腹脹', '肝臟腫大']",https://health.udn.com/disease/sole/257
肝硬化,['Liver cirrhosis'],['胃腸肝膽科'],['肝'],"['食慾減退', '消化不良', '噁心', '嘔吐', '疲倦', '體重減輕', '腹瀉', '腹脹', '上腹部疼痛', '黃疸', '黑便', '下肢浮腫', '男性女乳症', '睪丸萎縮', '肝脾腫大', '鼻血', '牙齦出血']",https://health.udn.com/disease/sole/258
慢性肝炎,['Chronic hepatitis'],['胃腸肝膽科'],['肝'],"['胃腸不適', '食慾不振', '倦怠', '全身無力', '噁心', '嘔吐', '發燒', '便秘', '腹瀉', '腹部疼痛', '腹部腫脹']",https://health.udn.com/disease/sole/259
病毒性肝炎,['Virus hepatitis'],['胃腸肝膽科'],['肝'],"['黃疸', '胃腸不適', '食慾不振', '倦怠', '全身無力', '噁心', '嘔吐', '腹部疼痛', '腹部腫脹', '腹水', '發燒', '紅疹']",https://health.udn.com/disease/sole/260
猛爆性肝炎,['Fulminant Hepatitis'],['胃腸肝膽科'],['肝'],"['黃疸', '噁心', '嘔吐', '食慾不振', '倦怠', '茶色尿', '吐血', '血便', '肝性腦病變']",https://health.udn.com/disease/sole/261
胃食道逆流,['Gastroesophageal Reflux Disease'],['胃腸肝膽科'],"['胃', '食道']","['溢酸', '打嗝', '噁心', '胸痛', '胸部灼熱感', '心口灼熱感', '胸悶', '嘔酸水', '咳嗽', '腹脹', '咽喉痛', '聲音沙啞', '喉部異物感', '呼吸困難', '氣喘', '口臭', '耳痛']",https://health.udn.com/disease/sole/262
腹瀉,['diarrhea'],['胃腸肝膽科'],"['大腸', '小腸']","['腹痛', '腹脹', '發燒', '嘔吐', '噁心', '倦怠', '疲勞', '糞便黏液狀', '稀便', '水便', '排便急迫感', '肛門不適', '血便']",https://health.udn.com/disease/sole/263
急性腸胃炎,['Acute gastroenteritis'],['胃腸肝膽科'],"['胃', '小腸']","['腹脹', '腹痛', '腹瀉噁心', '嘔吐', '胃痛胃脹', '胃悶', '溢酸', '打嗝', '消化不良', '食欲不振', '頭痛', '疲倦', '肌肉酸痛', '發燒']",https://health.udn.com/disease/sole/264
腎炎,['Nephritis'],['腎臟科'],['腎'],"['腰痛', '膿尿', '菌尿', '發燒或伴有頻尿', '尿急', '排尿灼熱感', '血尿', '蛋白尿或伴有下肢水腫', '眼皮浮腫', '高血壓', '夜尿', '寡尿']",https://health.udn.com/disease/sole/61712
腎結石,['Nephrolithiasis'],"['泌尿科', '腎臟科']",['腎'],"['腰痠背痛伴有血尿', '頻尿', '排尿困難', '腹股溝疼痛']",https://health.udn.com/disease/sole/61713
慢性腎功能衰竭,['Chronic Renal Failure'],['腎臟科'],['腎'],"['水腫', '噁心', '嘔吐', '食慾不振', '貧血', '不易止血', '肌肉痙攣', '膚色灰暗', '皮膚搔癢', '疲倦', '嗜睡', '注意力減退', '蛋白尿', '血尿', '夜尿', '尿量減少']",https://health.udn.com/disease/sole/61714
急性腎功能衰竭,['Acute Renal Failure'],['腎臟科'],['腎'],"['發燒', '惡心', '嘔吐', '食慾不振', '腸胃道不適', '水腫', '高血壓', '呼吸急促', '頭痛', '抽搐', '痙攣', '神智混亂', '昏睡', '昏迷', '脫水']",https://health.udn.com/disease/sole/61715
腎絲球腎炎,['glomerulonephritis'],['腎臟科'],['腎'],"['腰痛', '腰酸', '貧血', '食慾不振', '眼皮浮腫', '下肢水腫', '高血壓', '疲倦', '蛋白尿', '血尿', '少尿', '視力減退', '噁心', '嘔吐', '頭暈']",https://health.udn.com/disease/sole/61716
腎積水,['hydronephrosis'],['水腎症'],['腎'],"['排尿不順', '血尿', '水腫', '腰痠', '腰痛', '蛋白尿', '貧血', '疲倦']",https://health.udn.com/disease/sole/61717
尿毒症,['Uremia'],['腎臟科'],['腎'],"['水腫', '惡心', '嘔吐', '貧血', '淤血', '不易止血', '食慾不振', '肌肉痙攣', '膚色灰暗', '皮膚搔癢', '疲倦', '嗜睡', '易怒', '注意力減退', '蛋白尿', '血尿', '排尿困難', '打嗝', '腹瀉']",https://health.udn.com/disease/sole/61718
腎囊腫,"['renal cyst', 'cyst of kidney']",['腎臟科'],['腎'],"['腎臟疼痛', '血尿', '腰痛', '腰部腫塊', '發燒', '倦怠', '頻尿', '蛋白尿', '貧血']",https://health.udn.com/disease/sole/61719
腎盂腎炎,['Pyelone phritis'],"['腎臟科', '感染科']",['腎'],"['腰痛', '排尿疼痛', '畏寒', '發燒', '頻尿', '排尿灼熱', '夜尿', '尿急', '噁心', '嘔吐', '膿尿', '菌尿', '血尿', '蛋白尿']",https://health.udn.com/disease/sole/61720
陰道炎,['vaginitis'],"['婦產科', '泌尿科']",['陰道'],"['陰道搔癢感', '陰道刺痛感', '陰道灼熱感', '陰道分泌物增加', '頻尿', '性交疼痛', '腹痛', '排尿疼痛', '陰道出血', '分泌物惡臭', '陰道紅腫']",https://health.udn.com/disease/sole/61708
陰道痙攣,['vaginismus'],"['婦產科', '身心精神科']",['心理'],"['心慌', '心悸', '噁心', '出汗', '陰道痙攣', '陰道疼痛', '緊張', '焦慮', '恐懼']",https://health.udn.com/disease/sole/239
小兒麻痺,['Poliomyelitis'],"['小兒科', '家醫科']","['肌肉', '神經系統']","['發燒', '倦怠', '噁心', '頭痛', '肌肉疼痛', '呼吸困難', '頸部僵硬', '吞嚥困難', '肢體無力', '肢體麻痺', '肌肉萎縮']",https://health.udn.com/disease/sole/61678
小兒尿道感染,['urinary tract infection in infants'],['小兒科'],['泌尿系統'],"['膿尿', '發燒', '食慾不振', '哭鬧', '腹脹', '腹瀉', '頻尿', '排尿疼痛', '排尿灼熱感', '尿急', '腹痛', '腰痛', '生長遲緩', '嘔吐', '抽筋', '排便習慣改變', '尿失禁']",https://health.udn.com/disease/sole/61679
隱睪症,"['Cryptorchidism', ' undescended testes']","['小兒科', '小兒外科']",['睪丸'],"['陰囊內摸不到睪丸', '陰囊發育差']",https://health.udn.com/disease/sole/61680
腸病毒,['Enterovirus'],['小兒科'],"['呼吸道', '腸胃道', '眼睛', '心臟', '神經', '皮膚', '泌尿道', '骨骼', '肌肉']","['發燒', '喉嚨痛', '流口水', '情緒不安', '食慾不佳', '嘔吐', '腹瀉', '咳嗽', '高燒不退', '抽搐', '嗜睡', '意識不清', '臉色蒼白', '呼吸困難', '手腳潰瘍水泡', '口咽部潰瘍水泡', '紅疹']",https://health.udn.com/disease/sole/61681
玫瑰疹,['Roseola Infantum'],"['小兒科', '皮膚科']",['皮膚'],"['高燒', '焦躁不安', '食慾不佳', '反覆發燒', '咳嗽；流鼻涕', '輕微腹瀉', '出疹', '流鼻水', '眼睛紅', '喉嚨發炎', '頭後方淋巴腺腫', '抽筋']",https://health.udn.com/disease/sole/61683
先天性膽道閉鎖,['biliary atresia'],"['小兒科', '胃腸肝膽科', '小兒外科']","['肝', '膽']","['黃疸', '灰白便', '肝臟腫大', '腹部腫脹', '脾臟腫大', '腹水', '眼白變黃', '厭食', '嗜睡']",https://health.udn.com/disease/sole/61684
疱疹性牙齦口腔炎,['Herpetic Gingivostomatitis'],"['小兒科', '耳鼻喉科']",['口腔'],"['口腔破皮', '口腔潰瘍', '發高燒', '流口水', '食慾差', '躁動不安', '起水泡', '牙齦腫脹', '牙齦糜爛', '出血', '口臭', '吞嚥劇痛', '無法進食', '便祕', '脫水']",https://health.udn.com/disease/sole/61685
鵝口瘡,"['Oral Thrush', ' Candidiasis']","['小兒科', '耳鼻喉科']",['口腔'],"['煩躁不安', '食慾下降', '輕微發燒', '唇內白斑', '頰齶白斑', '舌白斑', '拒食', '吞嚥困難']",https://health.udn.com/disease/sole/61686
妊娠糖尿病,['Gestational Diabetes Mellitus'],['婦產科'],['胰;胰島素'],"['多吃', '多喝', '多尿', '疲倦']",https://health.udn.com/disease/sole/61698
月經失調,['menstrual disorder'],['婦產科'],['子宮'],"['經痛', '停經', '經期不規律', '月經過多', '月經過少', '無月經', '經期過長', '經期過短']",https://health.udn.com/disease/sole/61699
骨盆腔發炎,['pelvic'],['婦產科'],"['子宮', '輸卵管', '卵巢']","['腹痛', '腰痛', '陰道分泌物增加', '畏寒', '發燒', '陰道出血', '排尿疼痛', '腹瀉', '頻尿', '食慾不振', '噁心', '嘔吐', '腹脹', '月經失調']",https://health.udn.com/disease/sole/61700
卵巢炎,['Oophoritis'],['婦產科'],['卵巢'],"['腹痛', '腰痛', '陰道分泌物增加', '畏寒', '發燒', '陰道出血', '腹瀉', '頻尿', '食慾不振', '噁心', '嘔吐', '腹脹', '月經失調']",https://health.udn.com/disease/sole/61701
卵巢囊腫,['Ovarian cysts'],['婦產科'],['卵巢'],"['腹痛', '腹部腫脹', '經痛', '月經失調', '陰道分泌物增加', '陰道出血', '腹瀉', '食慾不振', '噁心', '嘔吐', '發燒']",https://health.udn.com/disease/sole/61702
子宮外孕,['ectopic pregnancy'],['婦產科'],"['子宮', '輸卵管', '卵巢', '腹腔']","['腹痛', '腹部腫脹', '經痛', '月經失調', '陰道出血', '腹瀉', '食慾不振', '噁心', '嘔吐', '發燒', '血壓降低', '心跳變快']",https://health.udn.com/disease/sole/61703
多囊性卵巢症候群,"['Polycystic Ovarian Syndrome', 'PCOS', 'Stein-Leventhal Syndrome']","['婦產科', '代謝內分泌科']",['卵巢'],"['月經紊亂', '月經稀少', '閉經', '無排卵性月經', '子宮不正常出血', '肥胖', '體毛過多', '長鬍子', '青春痘', '皮脂旺盛', '雄性禿', '掉髮', '代謝異常', '卵巢濾泡數過多']",https://health.udn.com/disease/sole/61704
早發性卵巢衰竭,"['Premature Ovarian Failure', 'POF']",['婦產科'],['卵巢'],"['月經減少', '月經週期異常', '閉經', '臉潮紅', '夜間盜汗', '疲倦', '心悸', '情緒低落', '皮膚乾燥', '失眠', '陰道乾澀', '性交疼痛', '停經']",https://health.udn.com/disease/sole/61705
卵巢囊腫破裂,"['Rupture of Ovarian cyst', 'Ovarian Rupture']",['婦產科'],['卵巢'],"['急性腹痛', '噁心', '嘔吐', '胃痛', '腹瀉', '陰道出血', '腹腔積血']",https://health.udn.com/disease/sole/61706
輸卵管積水,['Hydrosalpinx'],['婦產科'],['輸卵管'],"['輸卵管水腫', '陰道分泌物增多', '腹痛', '不孕']",https://health.udn.com/disease/sole/61707
子宮頸糜爛,['cervical erosion'],['婦產科'],"['子宮頸', '陰道']","['陰道分泌物增加', '陰道出血', '分泌物惡臭', '陰部搔癢疼痛']",https://health.udn.com/disease/sole/61709
子宮頸息肉,['cervical polyp'],['婦產科'],"['子宮頸', '陰道']","['陰道分泌物增加', '分泌物帶血', '陰道出血', '分泌物惡臭', '性行為後出血', '排便異常出血', '經期不正常出血', '經血量過多', '經期增長']",https://health.udn.com/disease/sole/61710
子宮內膜息肉,['Endometrial polyp'],['婦產科'],['子宮'],"['陰道出血', '不正常月經出血', '性交後出血', '經痛', '陰道分泌物增加', '下腹部墜痛感', '分泌物惡臭', '停經後出血', '經血量過多', '經期增長']",https://health.udn.com/disease/sole/61711
子宮肌瘤,['Fibromyoma'],['婦產科'],['子宮'],"['子宮異常出血', '經血過多', '貧血', '疲勞', '經痛', '經期延長', '月經量增加', '月經有血塊', '便秘', '脹氣', '頻尿', '小便滯留', '失禁', '慢性骨盆腔疼痛', '下肢水腫', '靜脈曲張', '腹痛', '腰痠', '輸卵管水腫']",https://health.udn.com/disease/sole/61721
川崎病,['Kawasaki disease'],"['小兒科', '小兒感染科', '小兒心臟科']","['皮膚', '粘膜', '淋巴']","['發燒', '紅眼', '嘴唇乾裂', '舌頭紅腫', '草莓舌', '喉嚨發炎', '喉嚨紅腫', '四肢末稍浮腫(疾病早期)', '四肢末稍脫皮(疾病後期)', '頸部淋巴結腫大', '皮膚紅疹']",https://health.udn.com/disease/sole/76166
猩紅熱,['Scarlet fever'],"['小兒科', '家庭醫學科', '耳鼻喉科', '一般內科']","['皮膚', '咽喉']","['發燒', '喉嚨痛', '頭痛', '腹痛', '皮疹', '舌頭紅腫', '臉部潮紅', '扁桃腺發炎', '頸部淋巴結腫痛', '脫皮']",https://health.udn.com/disease/sole/76170
雷氏症候群,['Reye syndrome'],"['小兒科', '小兒神經科', '小兒腸胃科']","['腦部', '肝臟']","['嘔吐', '哭鬧', '頭痛', '意識混亂', '嗜睡', '抽搐', '譫妄', '過度換氣', '昏迷']",https://health.udn.com/disease/sole/76171
焦慮症,['Anxiety Disorders'],"['身心精神科', '家醫科']",['心理'],"['緊張', '焦慮', '鑽牛角尖', '不耐煩', '分心', '易怒', '暈眩', '呼吸窘迫', '胸悶', '心跳急促', '心悸', '雙手發抖', '發熱', '臉紅', '冒冷汗', '多汗', '腹瀉', '頻尿', '反胃', '失眠', '體重減輕', '說話結巴', '口乾舌燥', '鬱悶']",https://health.udn.com/disease/sole/176
憂鬱症,"['Depression', 'Depressive disorder', 'Melancholia']","['身心精神科', '家庭醫學科']",['心理'],"['情緒低落', '想哭', '易怒', '食慾反常', '體重反常', '性慾低', '失眠', '嗜睡', '倦怠', '四肢無力', '悲觀', '反應遲緩', '健忘', '心悸', '胸悶', '自殺念頭', '自殘', '恐慌', '焦躁', '注意力不集中', '頭痛', '胃痛', '腰痛', '消化不良', '腹瀉', '便秘']",https://health.udn.com/disease/sole/179
失眠,['Insomnia'],"['家醫科', '身心精神科', '神經科']",['腦部'],"['難入睡', '淺睡', '易驚醒', '多夢', '早醒', '疲倦', '哈欠連連', '食慾低落', '精神渙散', '頭痛', '記憶力衰退', '喪失身心動力', '胸悶', '肩頸酸痛', '腹脹']",https://health.udn.com/disease/sole/190
思覺失調症,['Schizophrenia'],['身心精神科'],['腦部'],"['幻覺', '幻聽', '妄想', '胡言亂語', '言語片段', '疏離人群', '退縮', '情感冷漠', '攻擊', '破壞', '自殘', '思考障礙', '注意力無法集中', '睡眠障礙']",https://health.udn.com/disease/sole/232
強迫症,"['Obsessive Compulsive Disorder', ' OCD']",['身心精神科'],['心理'],"['強迫聯想', '重複回憶', '重複疑慮', '反覆檢查', '強迫洗滌', '強迫計數', '動作儀式化', '強迫思考', '思維對立化', '焦慮']",https://health.udn.com/disease/sole/233
自閉症,['Autism'],"['身心精神科', '小兒科', '復健科']",['腦部'],"['冷漠', '不理人', '不看人', '失語', '仿說', '不合群', '行為固著', '自殘', '動作重覆', '行為固定']",https://health.udn.com/disease/sole/234
亞斯伯格症,"['Asperger Syndrome', ' AS']","['身心精神科', '小兒科', '復健科']",['腦部'],"['孤僻', '固執', '衝動不安', '忽喜忽怒', '執著', '自我中心', '自殘', '動作重覆', '行為固定', '興趣狹隘']",https://health.udn.com/disease/sole/235
躁鬱症,"['Bipolar Disorder', ' Manic-depressive Psychosis', ' Bipolar affective disorder']",['身心精神科'],['腦部'],"['亢奮', '易怒', '不想睡', '多話', '失焦', '激躁不安', '情緒起伏大', '情緒低落', '疲倦', '無力', '無價值感', '罪惡感', '想自殺', '注意力不集中', '食慾改變']",https://health.udn.com/disease/sole/236
恐慌症,['Panic Disorder'],['身心精神科'],['心理'],"['心跳加速', '呼吸急促', '害怕', '焦慮', '暈眩', '頭痛', '反胃', '顫抖', '冒冷汗', '吞嚥困難', '胸痛', '胸悶', '灼熱', '指尖麻痺', '失控']",https://health.udn.com/disease/sole/237
厭食症,['Anorexia Nervosa'],['身心精神科'],['心理'],"['體重驟降', '拒食', '暴食', '噁心', '嘔吐', '反胃', '腹脹', '疲倦', '便祕', '全身無力', '精神抑鬱', '暈眩', '喘氣', '心律不整', '畏寒', '低溫', '貧血']",https://health.udn.com/disease/sole/238
譫妄症,['Delirium'],"['身心精神科', '老年醫學科']",['腦部'],"['反應遲鈍', '注意力不集中', '幻覺', '記憶障礙', '自我定位障礙', '妄想', '情緒不穩定', '震顫', '癲癇', '胡言亂語', '晝夜顛倒', '失眠', '失憶', '昏睡']",https://health.udn.com/disease/sole/240
失智症,['Dementia'],"['身心精神科', '神經科', '家醫科', '老年醫學科']",['腦部'],"['記憶障礙', '語言障礙', '行為重複', '被害心理', '算術能力喪失', '迷路', '日夜顛倒', '憂鬱', '幻覺', '妄想', '偏執', '無法自我照顧', '步伐不穩', '個性改變', '情緒不穩']",https://health.udn.com/disease/sole/241
妄想症,"['Delusion Disorder', ' Paranoia']",['身心精神科'],['心理'],"['頭暈', '心神不寧', '被害妄想', '狂熱', '疑神疑鬼', '失眠', '憂鬱', '嫉妒', '惱羞成怒', '跟蹤', '騷擾', '襲擊']",https://health.udn.com/disease/sole/242
神經衰弱症,['Neurasthenia'],"['身心精神科', '神經科']","['腦部', '神經系統']","['精神倦怠', '容易疲勞', '腦力遲鈍', '健忘', '失眠', '難入睡', '多夢', '易怒', '躁動', '缺乏耐心', '頭痛', '頭脹', '頭暈目眩', '耳鳴', '肩頸僵硬', '腰痠背痛', '手腳痛', '胸悶', '食慾差', '頻尿', '腹瀉', '消化不良', '多汗', '心跳加快', '肌肉緊繃', '注意力不集中', '記憶力衰退']",https://health.udn.com/disease/sole/243
注意力不足過動症,"['(Attention-Deficit/Hyperactivity Disorder', ' ADHD)']","['兒童心智科', '兒童精神科']",['大腦前額葉'],"['注意力不集中', '過動', '衝動', '學習障礙', '對立反抗與行為規範障礙', '憂鬱症', '抽搐', '妥瑞氏症', '躁鬱症', '睡眠障礙']",https://health.udn.com/disease/sole/76159
水痘,['Varicella'],"['皮膚科', '家醫科', '感染科']",['皮膚'],"['水疱', '發燒', '食慾不振', '紅疹', '疹疱', '斑疹', '丘疹', '皮膚搔癢', '倦怠', '肌肉疼痛', '關節疼痛']",https://health.udn.com/disease/sole/9
皮膚病,['Skin-Disease'],"['皮膚科', '美容中心', '家醫科']",['皮膚'],"['皮膚紅腫', '皮膚發癢', '不明原因皮膚痛', '發疹', '鱗屑', '角質增生', '水皰', '膿', '分泌物', '皮膚硬塊', '痂皮', '皮膚顏色異變']",https://health.udn.com/disease/sole/1
溼疹,['Eczema'],"['皮膚科', '家醫科']",['皮膚'],"['成片紅斑', '皮疹對稱', '密集性小丘疹', '細微水皰', '滲液', '糜爛', '結痂', '鱗屑', '鱗屑痂', '患部暗紅', '色素沉澱', '苔蘚化', '皮膚搔癢', '皮膚變粗厚', '皸裂', '膿皰', '裂傷', '皮膚腫脹']",https://health.udn.com/disease/sole/2
蕁麻疹,['Urticaria'],"['皮膚科', '家醫科', '風濕過敏免疫科']",['皮膚'],"['皮膚充血', '皮膚發紅', '局部水腫', '皮疹', '團塊', '皮膚發炎', '皮膚搔癢', '膨疹', '組織液滲透', '紅斑', '紅腫', '全身不適', '腹痛', '腹瀉', '頭痛', '高燒', '畏寒', '乏力', '血壓下降', '關節痛']",https://health.udn.com/disease/sole/3
香港腳,"['Tinea Pedis', ""Athlete's Foot""]",['皮膚科'],"['皮膚', '足部']","['足部搔癢', '皮膚表層發白', '足部水皰', '皮屑剝落', '足部皸裂', '足部糜爛', '皮下組織腫脹', '足部皮膚角化', '足部脫皮', '腳臭', '足部紅腫']",https://health.udn.com/disease/sole/4
梅毒,['Syphilis'],"['皮膚科', '泌尿科', '感染科', '婦產科']","['皮膚', '生殖器官', '全身']","['皮膚性潰瘍', '硬下疳', '生殖器官冒發斑疹', '生殖器官冒發丘疹', '生殖器官糜爛', '生殖器官潰瘍', '皮疹', '發燒', '喉嚨痛', '全身乏力', '體重減輕', '脫髮', '頭痛', '關節炎', '骨骼好發炎性軟瘤', '慢性肉芽腫', '梅毒腫', '神經系統麻痺', '噁心', '嘔吐']",https://health.udn.com/disease/sole/5
淋病,['Gonorrhea'],"['皮膚科', '泌尿科', '婦產科', '感染科']",['生殖器官'],"['尿道不適', '解尿困難', '性交疼痛', '頻尿', '尿道化膿', '尿道口紅腫', '血尿', '喉嚨痛', '吞咽不適', '白帶增多', '下腹痛']",https://health.udn.com/disease/sole/7
帶狀疱疹,['Herpes Zoster'],"['皮膚科', '家醫科', '神經科']",['皮膚'],"['乏力', '倦怠', '食慾減退', '發燒', '患處灼熱', '碰觸痛', '發疹', '紅斑', '搔癢', '丘疹', '水泡', '水泡帶狀分布', '神經痛', '失眠', '頭痛']",https://health.udn.com/disease/sole/8
毛囊炎,['Folliculitis'],"['皮膚科', '家醫科']",['皮膚'],"['毛囊性丘疹', '丘疹中心有毛髮貫穿', '紅疹', '疹尖化膿', '膿皰', '流膿', '疤痕', '搔癢', '疼痛']",https://health.udn.com/disease/sole/12
肝斑,['Melasma'],"['皮膚科', '家醫科', '美容中心']","['皮膚', '臉']","['顏面色素沉澱', '黃褐色斑', '灰藍色班', '斑塊分布對稱', '斑塊邊界清楚', '不規則斑狀']",https://health.udn.com/disease/sole/13
牛皮癬,['Psoriasis'],"['皮膚科', '家醫科']","['皮膚', '關節']","['紅斑', '丘疹', '脫屑', '搔癢', '紅色薄膜', '點狀出血', '乾裂', '疼痛', '乾癢']",https://health.udn.com/disease/sole/14
單純皰疹,['Herpes Simplex'],"['皮膚科', '小兒科', '泌尿科', '婦產科', '家醫科']",['皮膚'],"['皮膚敏感', '搔癢', '起水泡', '灼熱感', '疼痛', '刺痛', '排尿困難', '輕微發燒', '肌肉痠', '破皮', '潰瘍', '結痂', '扁桃腺發炎']",https://health.udn.com/disease/sole/175
痤瘡,['Acne vulgaris'],['皮膚科'],['皮膚'],"['粉刺', '丘疹', '膿皰', '紅色硬凸狀結節', '囊腫']",https://health.udn.com/disease/sole/193
脂漏性皮膚炎,['脂漏性皮膚炎'],['皮膚科'],['皮膚'],"['皮膚出油', '皮膚乾燥', '發癢', '發紅', '發炎', '脫屑', '乾屑', '紅斑', '出疹', '黃色皮鱗屑', '黃褐色結痂', '搔癢', '破皮糜爛', '掉髮', '頭皮油垢']",https://health.udn.com/disease/sole/194
甲溝炎,['Paronychia'],"['皮膚科', '一般外科', '整形外科']","['足部', '手部']","['甲溝紅腫', '脹痛', '發炎', '化膿', '甲溝與指甲分開', '指甲變形', '指甲底下顏色變綠變黃', '指甲內生', '甲溝肉芽組織增生']",https://health.udn.com/disease/sole/195
雞眼,['Corn'],['皮膚科'],"['厚繭', '肉刺']","['黃白色固狀硬塊', '明顯壓痛', '走路腳底痛', '角質增生', '表皮長繭']",https://health.udn.com/disease/sole/196
股癬,['Tinea cruris'],['皮膚科'],['鼠蹊部'],"['胯下發紅', '胯下脫皮', '環狀圓形斑片', '脫屑', '丘疹', '搔癢', '水皰', '結痂', '膿包']",https://health.udn.com/disease/sole/197
狐臭,['Armpits odour'],"['皮膚科', '家醫科', '美容中心', '整形外科', '呼吸胸腔科', '神經科']",['腋下'],"['腋下異味', '黃色汗漬', '汗液黏稠', '阿摩尼亞味', '耳道溼黏']",https://health.udn.com/disease/sole/198
粉瘤,['Epidermal cyst'],"['皮膚科', '整形外科', '一般外科']",['皮膚'],"['皮膚腫塊', '觸壓具彈性', '分泌物發炎', '腫痛', '刺痛', '化膿', '流膿', '潰瘍', '異味', '角質鈣化', '纖維化']",https://health.udn.com/disease/sole/199
痱子,['Miliaria'],"['皮膚科', '小兒科']",['皮膚'],"['發紅', '起疹', '騷癢', '灼痛', '刺痛', '紅腫', '膿疱', '發炎', '脫屑', '化膿', '糜爛', '龜裂']",https://health.udn.com/disease/sole/200
酒糟性皮膚炎,['Rosacea'],['皮膚科'],"['皮膚', '臉']","['紅臉', '紅鼻子', '搔癢', '刺痛', '灼熱', '紅色丘疹', '膿皰', '眼睛乾澀', '紅眼', '結膜發炎', '眼皮發炎', '畏光', '局部纖維化', '軟組織增生', '皮膚凹凸不平']",https://health.udn.com/disease/sole/201
異位性皮膚炎,['Atopic dermatitis'],"['皮膚科', '風濕過敏免疫科']",['皮膚'],"['皮膚乾燥', '皮膚敏感', '搔癢', '紅疹', '丘疹', '脫屑', '關節部皮膚增厚', '皮膚變粗', '破皮', '滲出體液', '水泡', '結痂', '毛孔角質化']",https://health.udn.com/disease/sole/202
汗皰疹,['Pompholyx'],['皮膚科'],"['皮膚', '手部', '腳部']","['起水泡', '騷癢', '紅腫', '破皮', '脫屑', '結痂', '刺痛']",https://health.udn.com/disease/sole/203
脂肪瘤,['Lipoma'],"['皮膚科', '一般外科']",['皮膚'],"['皮下腫塊', '橘皮', '間歇痛', '吞嚥不易', '呼吸困難', '血便']",https://health.udn.com/disease/sole/204
褥瘡,"['Pressure Sore', 'Bed sore']","['皮膚科', '一般外科', '整形外科']",['皮膚'],"['疼痛', '紅腫', '起水泡', '發炎', '灼熱感', '脫皮', '無毛', '潰瘍', '化膿', '龜裂', '發黑', '發臭', '腐爛', '發燒']",https://health.udn.com/disease/sole/205
骨髓炎,['Osteomyelitis'],"['骨科', '感染科']",['骨骼'],"['骨頭疼痛', '肢體腫脹', '發燒', '畏寒']",https://health.udn.com/disease/sole/220
椎間盤突出,"['Herniation of intervertebral disc', 'HIVD']","['骨科', '神經科', '復健科']",['脊椎'],"['下背痛', '腰痛', '臀部痠痛', '背部僵硬', '坐骨神經痛', '上下肢體肌肉痙攣', '深部肌腱反射減弱', '大小便失禁', '下肢酸麻', '腿部肌肉無力萎縮', '行走困難']",https://health.udn.com/disease/sole/221
坐骨神經痛,['Sciatica'],"['骨科', '神經科', '復健科']","['下背部', '臀部', '大腿', '小腿', '足踝']","['腰痛', '下肢刺痛', '灼熱感', '麻痺感', '觸電感', '腿部無力', '肌肉萎縮']",https://health.udn.com/disease/sole/222
骨質疏鬆症,['Osteoporosis'],"['骨科', '風溼過敏免疫科', '婦產科 ']",['骨骼'],"['易骨折', '脊椎壓迫性骨折', '腕骨骨折', '髖骨骨折']",https://health.udn.com/disease/sole/223
髖部骨折,['Hip Fracture'],"['骨科', '一般外科']","['臀部', '髖部']","['鼠蹊部劇痛', '髖部劇痛', '翻身困難', '無法站立', '無法負重', '行走困難', '長短腳', '下肢外翻']",https://health.udn.com/disease/sole/224
肌腱炎,['Tendonitis'],"['復健科', '骨科', '一般外科', '神經科']","['肌腱', '關節']","['疼痛', '紅腫', '發熱', '麻木', '僵硬', '無力']",https://health.udn.com/disease/sole/62099
鈣化性肌腱炎,['Calcifying Tendinitis'],"['復健科', '骨科']","['肌腱', '關節']","['肩膀劇痛', '肩膀無力', '手臂無法抬起', '上臂疼痛']",https://health.udn.com/disease/sole/62100
肩旋轉肌袖病變,"['Frozen Shoulder', ' Subacromial Impingement', ' Rotator Cuff Tendinopathy']","['復健科', '骨科']",['肩關節'],"['肩痛', '頸痛', '肩膀僵硬', '無法舉手', '肩膀無力', '關節活動受限']",https://health.udn.com/disease/sole/62101
手指肌腱狹窄性腱鞘炎,"['Stenosing Tenosynovitis of the Flexor Tendons', 'Trigger Finger', 'Locked Finger', 'Snapping finger']","['復健科', '骨科']",['手指關節'],"['患指充血腫脹', '患部無力', '患部僵硬', '患指伸屈困難', '伸指有聲', '掌指關節痠痛']",https://health.udn.com/disease/sole/62102
腕隧道症候群,"['Carpal Tunnel Syndrome', ' CTS']","['復健科', '骨科', '神經科', '一般外科']",['腕部關節'],"['手麻', '刺痛', '腫脹灼熱', '手痠無力', '手指動作障礙']",https://health.udn.com/disease/sole/62103
肱骨外上髁炎,"['Lateral Epicondylitis', ' Tennis Elbow']","['復健科', '骨科']","['手臂', '手肘']","['肘外側痠痛', '紅腫發熱', '前臂痛', '伸肘疼痛', '手臂無力', '手肘僵硬']",https://health.udn.com/disease/sole/62104
